"IPEDSID","NAME","LADDR","LADDR2","LCITY","LSTATE","LZIP","LZIP4","COUNTRY","PHONE","STFIPS","COFIPS","LAT","LON","SECTOR","LEVEL","INST_TYPE","NAICS_CODE","NAICS_DESC","HI_OFFER","DEG_GRANT","LOCALE","STATUS","CLOSE_DATE","MERGE_ID","ALIAS","SIZE_SET","INST_SIZE","PT_ENROLL","FT_ENROLL","TOT_ENROLL","HOUSING","DORM_CAP","FTE","NCES_URL","SCHOOL_URL","SHELTER_ID","LAST_UPDAT"
128337,"Artistic Beauty Colleges-Thornton","3811 E 120th",NA,"Thornton","CO",80233,NA,"US","5.70429E+13",8,8001,39.91486271,-104.9435334,6,2,3,611511,"Cosmetology and Barber Schools",0,2,21,"A","-2",-2,NA,-3,1,0,150,150,2,0,13,"http://nces.ed.gov/GLOBALLOCATOR/","www.empire.edu",NA,"9/1/10"
126359,"Bel-Rea Institute of Animal Technology","1681 S Dayton St",NA,"Denver","CO",80247,NA,"US","3037518700",8,8005,39.686066,-104.875292,6,2,3,611210,"Junior Colleges",40,1,21,"A","-2",-2,"Bel-Rea Intitute |Bel-Rea",2,1,0,638,638,2,0,42,"http://nces.ed.gov/GLOBALLOCATOR/","www.bel-rea.com",NA,"1/15/10"
126687,"Concorde Career Colleges","111 N. Havana Street",NA,"Aurora","CO",80010,4314,"US","3038611151",8,8005,39.71869934,-104.8670887,6,2,3,611210,"Junior Colleges",40,1,11,"A","-2",-2,NA,-3,1,0,686,686,2,0,84,"http://nces.ed.gov/GLOBALLOCATOR/","www.concorde.edu",NA,"9/1/10"
126979,"Denver Seminary","6399 S. Santa Fe Drive",NA,"Littleton","CO",80120,NA,"US","3037612482",8,8005,39.60059545,-105.022363,2,1,2,611310,"Colleges, Universities, and Professional Schools",11,1,21,"A","-2",-2,NA,-2,1,387,518,905,1,188,88,"http://nces.ed.gov/GLOBALLOCATOR/","www.denverseminary.edu",NA,"9/1/10"
128151,"Pickens Technical College","500 Airport Blvd",NA,"Aurora","CO",80011,9307,"US","3.03344E+14",8,8005,39.7235267,-104.7899798,7,3,1,611519,"Other Technical and Trade Schools",0,2,41,"A","-2",-2,NA,-3,2,165,901,1066,2,0,124,"http://nces.ed.gov/GLOBALLOCATOR/","www.pickenstech.org",NA,"1/15/10"
260813,"Platt College","3100 S Parker Rd",NA,"Aurora","CO",80014,3141,"US","3033695151",8,8005,39.66066364,-104.8548636,3,1,3,611310,"Colleges, Universities, and Professional Schools",30,1,11,"A","-2",-2,NA,-2,1,0,155,155,2,0,36,"http://nces.ed.gov/GLOBALLOCATOR/","www.plattcolorado.edu",NA,"1/15/10"
430087,"Colorado Technical University","5775 Denver Tech Ctr Blvd",NA,"Greenwood Village","CO",80111,3201,"US","3036946600",8,8005,39.61193843,-104.8875645,3,1,3,611310,"Colleges, Universities, and Professional Schools",20,1,21,"A","-2",-2,"Colorado Tech |CTU",6,1,538,472,1010,2,0,170,"http://nces.ed.gov/GLOBALLOCATOR/","www.coloradotech.edu",NA,"1/15/10"
126410,"Boulder College of Massage Therapy","6255 Longbow Dr",NA,"Boulder","CO",80301,3295,"US","3.0353E+12",8,8013,40.06478221,-105.2074886,5,2,2,611210,"Junior Colleges",40,1,13,"A","-2",-2,NA,1,1,34,156,190,2,0,67,"http://nces.ed.gov/GLOBALLOCATOR/","www.bcmt.org",NA,"9/1/10"
126614,"University of Colorado at Boulder","Regent Drive at Broadway",NA,"Boulder","CO",80309,17,"US","3034921411",8,8013,40.00441507,-105.2670613,1,1,1,611310,"Colleges, Universities, and Professional Schools",11,1,13,"A","-2",-2,"U of Colorado|Univ of Colorado|University of Colorado|U of CO|Univ of CO|University of CO|Boulder|CU|CU-Boulder|UCB|CUB|Colorado|Colorado University|U of Colo|Univ of Colo|University of Colo|Colo|Buffs|Buffalos|Buffaloes|CU at Boulder|Golden Buffs",15,5,5466,26725,32191,1,6700,6361,"http://nces.ed.gov/GLOBALLOCATOR/","www.colorado.edu",NA,"9/1/10"
127954,"Montessori Education Center of the Rockies","4745 Walnut Street",NA,"Boulder","CO",80301,NA,"US","3034943002",8,8013,39.96504031,-105.25311,2,1,2,611310,"Colleges, Universities, and Professional Schools",0,2,13,"A","-2",-2,"MECR |Rocky Mountain Montessori Teacher Training Center",-3,1,0,88,88,2,0,2,"http://nces.ed.gov/GLOBALLOCATOR/","www.mecr.edu",NA,"1/15/10"
127653,"Naropa University","2130 Arapahoe Ave",NA,"Boulder","CO",80302,6697,"US","3034440202",8,8013,40.01481573,-105.2670727,2,1,2,611310,"Colleges, Universities, and Professional Schools",20,1,13,"A","-2",-2,NA,6,2,282,793,1075,1,100,224,"http://nces.ed.gov/GLOBALLOCATOR/","www.naropa.edu",NA,"1/15/10"
126562,"University of Colorado Denver",NA,NA,"Denver","CO",80217,3364,"US","3035565600",8,8031,39.743489,-105.003111,1,1,1,611310,"Colleges, Universities, and Professional Schools",10,1,11,"A","-2",-2,"UCDHSC |UCHSC |DDC |CUD |UC-Denver |CU-Denver |CU-Health Sciences Center |Health Sciences Center |University of Colorado at Denver |University of Colorado Health Sciences Center",15,5,6994,10516,17510,1,685,6203,"http://nces.ed.gov/GLOBALLOCATOR/","www.ucdenver.edu/",NA,"1/15/10"
126702,"The Art Institute of Colorado","1200 Lincoln Street",NA,"Denver","CO",80203,2983,"US","3038370825",8,8031,39.73558677,-104.9858467,3,1,3,611310,"Colleges, Universities, and Professional Schools",30,1,11,"A","-2",-2,"Colorado Institute of Art",-2,2,762,2307,3069,1,254,283,"http://nces.ed.gov/GLOBALLOCATOR/","www.aic.artinstitutes.edu",NA,"9/1/10"
126872,"College America-Denver","1385 S Colorado Blvd., 5th Floor",NA,"Denver","CO",80222,NA,"US","3036919756",8,8031,39.69157119,-104.9411797,3,1,3,611310,"Colleges, Universities, and Professional Schools",30,1,11,"A","-2",-2,NA,2,1,0,400,400,2,0,35,"http://nces.ed.gov/GLOBALLOCATOR/","www.collegeamerica.edu",NA,"9/1/10"
126951,"Lincoln College of Technology","460 S Lipan St",NA,"Denver","CO",80223,9366,"US","3037225724",8,8031,39.70810423,-105.0010377,6,2,3,611210,"Junior Colleges",40,1,11,"A","-2",-2,NA,2,1,0,811,811,2,0,76,"http://nces.ed.gov/GLOBALLOCATOR/","www.lincolncollegeoftechnology.com",NA,"9/1/10"
127158,"Emily Griffith Opportunity School","1250 Welton Street",NA,"Denver","CO",80204,2197,"US","7204234700",8,8031,39.74103445,-104.995303,7,3,1,611519,"Other Technical and Trade Schools",0,2,11,"A","-2",-2,"Emily Griffith |EGOS |Opportunity School |Opp School |Denver Public Schools-Emily Griffith Opportunity School",-3,2,1826,322,2148,2,0,469,"http://nces.ed.gov/GLOBALLOCATOR/","www.egos-school.com",NA,"9/1/10"
127565,"Metropolitan State College of Denver","Speer Blvd and Colfax Ave",NA,"Denver","CO",80217,3362,"US","3035563876",8,8031,39.742248,-105.002391,1,1,1,611310,"Colleges, Universities, and Professional Schools",30,1,11,"A","-2",-2,NA,15,5,8586,13129,21715,2,0,1557,"http://nces.ed.gov/GLOBALLOCATOR/","www.mscd.edu",NA,"1/15/10"
127699,"National American University-Denver","1325 S. Colorado Boulevard, Suite 100",NA,"Denver","CO",80222,3308,"US","3038767100",8,8031,39.6919527,-104.9416488,3,1,3,611310,"Colleges, Universities, and Professional Schools",30,1,11,"A","-2",-2,NA,6,1,244,24,268,2,0,34,"http://nces.ed.gov/GLOBALLOCATOR/","www.national.edu",NA,"9/1/10"
128300,"University of Colorado System Office","1800 Grant Avenue",NA,"Denver","CO",80203,1187,"US","3038372110",8,8031,39.74520974,-104.9832771,0,1,1,611310,"Colleges, Universities, and Professional Schools",10,1,11,"A","-2",-2,NA,-3,-2,0,0,0,-2,0,371,"http://nces.ed.gov/GLOBALLOCATOR/","www.cu.edu",NA,"9/1/10"
128425,"Yeshiva Toras Chaim Talmudical Seminary","1555 Stuart St",NA,"Denver","CO",80204,NA,"US","3036298200",8,8031,39.74178105,-105.0432815,2,1,2,611310,"Colleges, Universities, and Professional Schools",10,1,11,"A","-2",-2,NA,-2,1,0,11,11,1,20,6,"http://nces.ed.gov/GLOBALLOCATOR/",NA,NA,"9/1/10"
367839,"Teikyo Loretto Heights University","3001 S Federal Blvd",NA,"Denver","CO",80236,2711,"US","3039374200",8,8031,39.66185272,-105.0281972,2,1,2,611310,"Colleges, Universities, and Professional Schools",20,1,11,"A","-2",-2,NA,1,1,10,393,403,1,650,65,"http://nces.ed.gov/GLOBALLOCATOR/","WWW.TLHU.EDU",NA,"1/15/10"
127273,"Iliff School of Theology","2201 S University Blvd",NA,"Denver","CO",80210,4798,"US","3037441287",8,8031,39.67746143,-104.9606466,2,1,2,611310,"Colleges, Universities, and Professional Schools",10,1,11,"A","-2",-2,NA,-2,1,97,97,194,1,57,48,"http://nces.ed.gov/GLOBALLOCATOR/","www.iliff.edu",NA,"1/15/10"
439288,"Johnson & Wales University-Denver","7150 Montview Blvd",NA,"Denver","CO",80220,NA,"US","3032569300",8,8031,39.74796889,-104.9055112,2,1,2,611310,"Colleges, Universities, and Professional Schools",30,1,11,"A","-2",-2,NA,11,2,41,1413,1454,1,659,191,"http://nces.ed.gov/GLOBALLOCATOR/","www.jwu.edu",NA,"1/15/10"
126854,"Artistic Beauty Colleges-Lakewood","441 Wadsworth Blvd",NA,"Lakewood","CO",80226,NA,"US","5.70429E+13",8,8059,39.72278133,-105.0821041,6,2,3,611511,"Cosmetology and Barber Schools",0,2,21,"A","-2",-2,NA,-3,1,0,50,50,2,0,7,"http://nces.ed.gov/GLOBALLOCATOR/","www.empire.edu",NA,"9/1/10"
126924,"Denver Academy of Court Reporting","9051 Harlan Street, Unit 20",NA,"Westminster","CO",80031,2901,"US","3034275292",8,8059,39.85989066,-105.0650509,6,2,3,611210,"Junior Colleges",40,1,21,"A","-2",-2,NA,1,1,0,110,110,2,0,24,"http://nces.ed.gov/GLOBALLOCATOR/","dacr.org",NA,"9/1/10"
127909,"Red Rocks Community College","13300 W Sixth Ave",NA,"Lakewood","CO",80228,1255,"US","3039146600",8,8059,39.724865,-105.152911,4,2,1,611210,"Junior Colleges",40,1,21,"A","-2",-2,NA,3,3,4977,2455,7432,2,0,275,"http://nces.ed.gov/GLOBALLOCATOR/","www.rrcc.edu",NA,"1/15/10"
127945,"Rocky Mountain College of Art and Design","1600 Pierce St",NA,"Denver","CO",80214,NA,"US","3037536046",8,8059,39.74332015,-105.069911,3,1,3,611310,"Colleges, Universities, and Professional Schools",30,1,21,"A","-2",-2,NA,-2,1,70,503,573,2,0,139,"http://nces.ed.gov/GLOBALLOCATOR/","www.rmcad.edu",NA,"9/1/10"
126784,"Colorado School of Trades","1575 Hoyt St",NA,"Lakewood","CO",80215,2996,"US","3.03233E+11",8,8059,39.74100909,-105.1039455,6,2,3,611210,"Junior Colleges",40,1,21,"A","-2",-2,NA,1,1,0,135,135,2,0,19,"http://nces.ed.gov/GLOBALLOCATOR/","schooloftrades.com",NA,"1/15/10"
381732,"Colorado School of Healing Arts","7655 W Mississippi Ste 100",NA,"Lakewood","CO",80226,NA,"US","3039862320",8,8059,39.69699091,-105.0820545,6,2,3,611210,"Junior Colleges",40,1,21,"A","-2",-2,"CSHA",1,1,72,122,194,2,0,62,"http://nces.ed.gov/GLOBALLOCATOR/","www.csha.net",NA,"1/15/10"
126605,"Redstone College","10851 W 120th Ave",NA,"Broomfield","CO",80021,3465,"US","8008883995",8,8014,39.91482231,-105.1190957,6,2,3,611210,"Junior Colleges",40,1,41,"A","-2",-2,"Westwood College of Aviation-Denver",-3,1,14,567,581,2,0,67,"http://nces.ed.gov/GLOBALLOCATOR/","www.redstone.edu",NA,"9/1/10"
127200,"Front Range Community College","3645 W 112th Ave",NA,"Westminster","CO",80031,NA,"US","3034668811",8,8001,39.90175651,-105.0393585,4,2,1,611210,"Junior Colleges",40,1,21,"A","-2",-2,"FRCC",4,4,9839,5641,15480,2,0,1273,"http://nces.ed.gov/GLOBALLOCATOR/","www.frontrange.edu/FRCCTemplates/FRCC1.aspx?id=47",NA,"1/15/10"
126863,"Community College of Aurora","16000 E CentreTech Pky",NA,"Aurora","CO",80011,9036,"US","3033604700",8,8005,39.71776707,-104.801861,4,2,1,611210,"Junior Colleges",40,1,11,"A","-2",-2,NA,3,3,3802,1415,5217,2,0,433,"http://nces.ed.gov/GLOBALLOCATOR/","www.ccaurora.edu",NA,"1/15/10"
126289,"Arapahoe Community College","5900 S. Santa Fe Dr.",NA,"Littleton","CO",80160,9002,"US","3037974222",8,8005,39.60750518,-105.018631,4,2,1,611210,"Junior Colleges",40,1,21,"A","-2",-2,NA,3,3,4987,2101,7088,2,0,635,"http://nces.ed.gov/GLOBALLOCATOR/","www.arapahoe.edu",NA,"1/15/10"
127918,"Regis University","3333 Regis Blvd",NA,"Denver","CO",80221,1099,"US","8.00388E+13",8,8031,39.78975994,-105.0313845,2,1,2,611310,"Colleges, Universities, and Professional Schools",10,1,11,"A","-2",-2,"Regis/Regis College/RU/Jesuit/Jesuit Denver Colorado/Regis Nursing/SPS/School for Professional Studies/RHSHP/Rangers/Regis U/Regis in Colorado/College for Professional Studies",12,4,5855,5383,11238,1,862,2608,"http://nces.ed.gov/GLOBALLOCATOR/","www.regis.edu/",NA,"1/15/10"
126942,"Community College of Denver","1111 W. Colfax Ave.",NA,"Denver","CO",80204,2026,"US","3035562600",8,8031,39.74141987,-105.003007,4,2,1,611210,"Junior Colleges",40,1,11,"A","-2",-2,"CCD",3,3,6077,1929,8006,2,0,636,"http://nces.ed.gov/GLOBALLOCATOR/","www.ccd.edu",NA,"1/15/10"
127060,"University of Denver","2199 S. University Blvd",NA,"Denver","CO",80208,NA,"US","3038712000",8,8031,39.69595418,-104.964625,2,1,2,611310,"Colleges, Universities, and Professional Schools",11,1,11,"A","-2",-2,"DU",13,4,3159,8250,11409,1,2340,2852,"http://nces.ed.gov/GLOBALLOCATOR/","www.du.edu",NA,"1/15/10"
126775,"Colorado School of Mines","1500 Illinois St",NA,"Golden","CO",80401,NA,"US","3032733000",8,8059,39.75079047,-105.2271475,1,1,1,611310,"Colleges, Universities, and Professional Schools",10,1,21,"A","-2",-2,"Mines",13,2,577,3911,4488,1,1200,853,"http://nces.ed.gov/GLOBALLOCATOR/","www.mines.edu",NA,"1/15/10"
126669,"Colorado Christian University","8787 West Alameda Avenue",NA,"Lakewood","CO",80226,NA,"US","3039633000",8,8059,39.71170115,-105.0948355,2,1,2,611310,"Colleges, Universities, and Professional Schools",20,1,21,"A","-2",-2,"CCU",10,2,1040,1543,2583,1,558,255,"http://nces.ed.gov/GLOBALLOCATOR/","WWW.CCU.EDU",NA,"1/15/10"
